"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2016","Tennessee","Cigarette Use among Adults","Income","From $20,000-$74,999","28.5","$75,000 or above","20.8","1.4"
"2016","Tennessee","Cigarette Use among Adults","Income","$75,000 or above","20.8","Less than $20,000","39.7","0.5"
"2016","Tennessee","Cigarette Use among Adults","Income","$75,000 or above","20.8","From $20,000-$74,999","28.5","0.7"
"2016","Texas","Cigarette Use among Adults","Income","Less than $20,000","18.2","From $20,000-$74,999","18.0","1.0"
"2016","Texas","Cigarette Use among Adults","Income","Less than $20,000","18.2","$75,000 or above","16.4","1.1"
"2016","Texas","Cigarette Use among Adults","Income","From $20,000-$74,999","18.0","Less than $20,000","18.2","1.0"
"2016","Texas","Cigarette Use among Adults","Income","From $20,000-$74,999","18.0","$75,000 or above","16.4","1.1"
"2016","Texas","Cigarette Use among Adults","Income","$75,000 or above","16.4","Less than $20,000","18.2","0.9"
"2016","Texas","Cigarette Use among Adults","Income","$75,000 or above","16.4","From $20,000-$74,999","18.0","0.9"
"2016","Utah","Cigarette Use among Adults","Income","Less than $20,000","18.2","From $20,000-$74,999","14.9","1.2"
"2016","Utah","Cigarette Use among Adults","Income","Less than $20,000","18.2","$75,000 or above","8.7","2.1"
"2016","Utah","Cigarette Use among Adults","Income","From $20,000-$74,999","14.9","Less than $20,000","18.2","0.8"
"2016","Utah","Cigarette Use among Adults","Income","From $20,000-$74,999","14.9","$75,000 or above","8.7","1.7"
"2016","Utah","Cigarette Use among Adults","Income","$75,000 or above","8.7","Less than $20,000","18.2","0.5"
"2016","Utah","Cigarette Use among Adults","Income","$75,000 or above","8.7","From $20,000-$74,999","14.9","0.6"
"2016","Vermont","Cigarette Use among Adults","Income","Less than $20,000","34.8","From $20,000-$74,999","24.0","1.5"
"2016","Vermont","Cigarette Use among Adults","Income","Less than $20,000","34.8","$75,000 or above","19.4","1.8"
"2016","Vermont","Cigarette Use among Adults","Income","From $20,000-$74,999","24.0","Less than $20,000","34.8","0.7"
"2016","Vermont","Cigarette Use among Adults","Income","From $20,000-$74,999","24.0","$75,000 or above","19.4","1.2"
"2016","Vermont","Cigarette Use among Adults","Income","$75,000 or above","19.4","Less than $20,000","34.8","0.6"
"2016","Vermont","Cigarette Use among Adults","Income","$75,000 or above","19.4","From $20,000-$74,999","24.0","0.8"
"2016","Virginia","Cigarette Use among Adults","Income","Less than $20,000","26.1","From $20,000-$74,999","22.6","1.2"
"2016","Virginia","Cigarette Use among Adults","Income","Less than $20,000","26.1","$75,000 or above","18.3","1.4"
"2016","Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","22.6","Less than $20,000","26.1","0.9"
"2016","Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","22.6","$75,000 or above","18.3","1.2"
"2016","Virginia","Cigarette Use among Adults","Income","$75,000 or above","18.3","Less than $20,000","26.1","0.7"
"2016","Virginia","Cigarette Use among Adults","Income","$75,000 or above","18.3","From $20,000-$74,999","22.6","0.8"
"2016","Washington","Cigarette Use among Adults","Income","Less than $20,000","25.4","From $20,000-$74,999","19.3","1.3"
"2016","Washington","Cigarette Use among Adults","Income","Less than $20,000","25.4","$75,000 or above","16.7","1.5"
"2016","Washington","Cigarette Use among Adults","Income","From $20,000-$74,999","19.3","Less than $20,000","25.4","0.8"
"2016","Washington","Cigarette Use among Adults","Income","From $20,000-$74,999","19.3","$75,000 or above","16.7","1.2"
"2016","Washington","Cigarette Use among Adults","Income","$75,000 or above","16.7","Less than $20,000","25.4","0.7"
"2016","Washington","Cigarette Use among Adults","Income","$75,000 or above","16.7","From $20,000-$74,999","19.3","0.9"
"2016","West Virginia","Cigarette Use among Adults","Income","Less than $20,000","43.5","From $20,000-$74,999","31.3","1.4"
"2016","West Virginia","Cigarette Use among Adults","Income","Less than $20,000","43.5","$75,000 or above","19.8","2.2"
"2016","West Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","31.3","Less than $20,000","43.5","0.7"
"2016","West Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","31.3","$75,000 or above","19.8","1.6"
"2016","West Virginia","Cigarette Use among Adults","Income","$75,000 or above","19.8","Less than $20,000","43.5","0.5"
"2016","West Virginia","Cigarette Use among Adults","Income","$75,000 or above","19.8","From $20,000-$74,999","31.3","0.6"
"2016","Wisconsin","Cigarette Use among Adults","Income","Less than $20,000","36.0","From $20,000-$74,999","24.4","1.5"
"2016","Wisconsin","Cigarette Use among Adults","Income","Less than $20,000","36.0","$75,000 or above","15.7","2.3"
"2016","Wisconsin","Cigarette Use among Adults","Income","From $20,000-$74,999","24.4","Less than $20,000","36.0","0.7"
"2016","Wisconsin","Cigarette Use among Adults","Income","From $20,000-$74,999","24.4","$75,000 or above","15.7","1.6"
"2016","Wisconsin","Cigarette Use among Adults","Income","$75,000 or above","15.7","Less than $20,000","36.0","0.4"
"2016","Wisconsin","Cigarette Use among Adults","Income","$75,000 or above","15.7","From $20,000-$74,999","24.4","0.6"
"2016","Wyoming","Cigarette Use among Adults","Income","Less than $20,000","37.3","From $20,000-$74,999","24.4","1.5"
"2016","Wyoming","Cigarette Use among Adults","Income","Less than $20,000","37.3","$75,000 or above","22.0","1.7"
"2016","Wyoming","Cigarette Use among Adults","Income","From $20,000-$74,999","24.4","Less than $20,000","37.3","0.7"
"2016","Wyoming","Cigarette Use among Adults","Income","From $20,000-$74,999","24.4","$75,000 or above","22.0","1.1"
"2016","Wyoming","Cigarette Use among Adults","Income","$75,000 or above","22.0","Less than $20,000","37.3","0.6"
"2016","Wyoming","Cigarette Use among Adults","Income","$75,000 or above","22.0","From $20,000-$74,999","24.4","0.9"
"2017","Alabama","Cigarette Use among Adults","Income","Less than $20,000","39.5","From $20,000-$74,999","28.0","1.4"
"2017","Alabama","Cigarette Use among Adults","Income","Less than $20,000","39.5","$75,000 or above","19.2","2.1"
"2017","Alabama","Cigarette Use among Adults","Income","From $20,000-$74,999","28.0","Less than $20,000","39.5","0.7"
"2017","Alabama","Cigarette Use among Adults","Income","From $20,000-$74,999","28.0","$75,000 or above","19.2","1.5"
"2017","Alabama","Cigarette Use among Adults","Income","$75,000 or above","19.2","Less than $20,000","39.5","0.5"
"2017","Alabama","Cigarette Use among Adults","Income","$75,000 or above","19.2","From $20,000-$74,999","28.0","0.7"
"2017","Alaska","Cigarette Use among Adults","Income","Less than $20,000","50.9","From $20,000-$74,999","26.5","1.9"
"2017","Alaska","Cigarette Use among Adults","Income","Less than $20,000","50.9","$75,000 or above","20.2","2.5"
"2017","Alaska","Cigarette Use among Adults","Income","From $20,000-$74,999","26.5","Less than $20,000","50.9","0.5"
"2017","Alaska","Cigarette Use among Adults","Income","From $20,000-$74,999","26.5","$75,000 or above","20.2","1.3"
"2017","Alaska","Cigarette Use among Adults","Income","$75,000 or above","20.2","Less than $20,000","50.9","0.4"
"2017","Alaska","Cigarette Use among Adults","Income","$75,000 or above","20.2","From $20,000-$74,999","26.5","0.8"
"2017","Arizona","Cigarette Use among Adults","Income","Less than $20,000","28.6","From $20,000-$74,999","21.2","1.3"
"2017","Arizona","Cigarette Use among Adults","Income","Less than $20,000","28.6","$75,000 or above","16.5","1.7"
"2017","Arizona","Cigarette Use among Adults","Income","From $20,000-$74,999","21.2","Less than $20,000","28.6","0.7"
"2017","Arizona","Cigarette Use among Adults","Income","From $20,000-$74,999","21.2","$75,000 or above","16.5","1.3"
"2017","Arizona","Cigarette Use among Adults","Income","$75,000 or above","16.5","Less than $20,000","28.6","0.6"
"2017","Arizona","Cigarette Use among Adults","Income","$75,000 or above","16.5","From $20,000-$74,999","21.2","0.8"
"2017","Arkansas","Cigarette Use among Adults","Income","Less than $20,000","43.7","From $20,000-$74,999","28.9","1.5"
"2017","Arkansas","Cigarette Use among Adults","Income","Less than $20,000","43.7","$75,000 or above","17.6","2.5"
"2017","Arkansas","Cigarette Use among Adults","Income","From $20,000-$74,999","28.9","Less than $20,000","43.7","0.7"
"2017","Arkansas","Cigarette Use among Adults","Income","From $20,000-$74,999","28.9","$75,000 or above","17.6","1.6"
"2017","Arkansas","Cigarette Use among Adults","Income","$75,000 or above","17.6","Less than $20,000","43.7","0.4"
"2017","Arkansas","Cigarette Use among Adults","Income","$75,000 or above","17.6","From $20,000-$74,999","28.9","0.6"
"2017","California","Cigarette Use among Adults","Income","Less than $20,000","15.5","From $20,000-$74,999","14.4","1.1"
"2017","California","Cigarette Use among Adults","Income","Less than $20,000","15.5","$75,000 or above","14.1","1.1"
"2017","California","Cigarette Use among Adults","Income","From $20,000-$74,999","14.4","Less than $20,000","15.5","0.9"
"2017","California","Cigarette Use among Adults","Income","From $20,000-$74,999","14.4","$75,000 or above","14.1","1.0"
"2017","California","Cigarette Use among Adults","Income","$75,000 or above","14.1","Less than $20,000","15.5","0.9"
"2017","California","Cigarette Use among Adults","Income","$75,000 or above","14.1","From $20,000-$74,999","14.4","1.0"
"2017","Colorado","Cigarette Use among Adults","Income","Less than $20,000","26.7","From $20,000-$74,999","23.9","1.1"
"2017","Colorado","Cigarette Use among Adults","Income","Less than $20,000","26.7","$75,000 or above","18.5","1.4"
"2017","Colorado","Cigarette Use among Adults","Income","From $20,000-$74,999","23.9","Less than $20,000","26.7","0.9"
"2017","Colorado","Cigarette Use among Adults","Income","From $20,000-$74,999","23.9","$75,000 or above","18.5","1.3"
"2017","Colorado","Cigarette Use among Adults","Income","$75,000 or above","18.5","Less than $20,000","26.7","0.7"
"2017","Colorado","Cigarette Use among Adults","Income","$75,000 or above","18.5","From $20,000-$74,999","23.9","0.8"
"2017","Connecticut","Cigarette Use among Adults","Income","Less than $20,000","25.7","From $20,000-$74,999","17.9","1.4"
"2017","Connecticut","Cigarette Use among Adults","Income","Less than $20,000","25.7","$75,000 or above","15.2","1.7"
"2017","Connecticut","Cigarette Use among Adults","Income","From $20,000-$74,999","17.9","Less than $20,000","25.7","0.7"
"2017","Connecticut","Cigarette Use among Adults","Income","From $20,000-$74,999","17.9","$75,000 or above","15.2","1.2"
"2017","Connecticut","Cigarette Use among Adults","Income","$75,000 or above","15.2","Less than $20,000","25.7","0.6"
"2017","Connecticut","Cigarette Use among Adults","Income","$75,000 or above","15.2","From $20,000-$74,999","17.9","0.8"
"2017","Delaware","Cigarette Use among Adults","Income","Less than $20,000","32.1","From $20,000-$74,999","23.4","1.4"
"2017","Delaware","Cigarette Use among Adults","Income","Less than $20,000","32.1","$75,000 or above","16.5","1.9"
"2017","Delaware","Cigarette Use among Adults","Income","From $20,000-$74,999","23.4","Less than $20,000","32.1","0.7"
"2017","Delaware","Cigarette Use among Adults","Income","From $20,000-$74,999","23.4","$75,000 or above","16.5","1.4"
"2017","Delaware","Cigarette Use among Adults","Income","$75,000 or above","16.5","Less than $20,000","32.1","0.5"
"2017","Delaware","Cigarette Use among Adults","Income","$75,000 or above","16.5","From $20,000-$74,999","23.4","0.7"
"2017","District of Columbia","Cigarette Use among Adults","Income","Less than $20,000","34.8","From $20,000-$74,999","23.8","1.5"
"2017","District of Columbia","Cigarette Use among Adults","Income","Less than $20,000","34.8","$75,000 or above","11.6","3.0"
"2017","District of Columbia","Cigarette Use among Adults","Income","From $20,000-$74,999","23.8","Less than $20,000","34.8","0.7"
"2017","District of Columbia","Cigarette Use among Adults","Income","From $20,000-$74,999","23.8","$75,000 or above","11.6","2.1"
"2017","District of Columbia","Cigarette Use among Adults","Income","$75,000 or above","11.6","Less than $20,000","34.8","0.3"
"2017","District of Columbia","Cigarette Use among Adults","Income","$75,000 or above","11.6","From $20,000-$74,999","23.8","0.5"
"2017","Florida","Cigarette Use among Adults","Income","Less than $20,000","26.3","From $20,000-$74,999","21.2","1.2"
"2017","Florida","Cigarette Use among Adults","Income","Less than $20,000","26.3","$75,000 or above","17.0","1.5"
"2017","Florida","Cigarette Use among Adults","Income","From $20,000-$74,999","21.2","Less than $20,000","26.3","0.8"
"2017","Florida","Cigarette Use among Adults","Income","From $20,000-$74,999","21.2","$75,000 or above","17.0","1.2"
"2017","Florida","Cigarette Use among Adults","Income","$75,000 or above","17.0","Less than $20,000","26.3","0.6"
"2017","Florida","Cigarette Use among Adults","Income","$75,000 or above","17.0","From $20,000-$74,999","21.2","0.8"
"2017","Georgia","Cigarette Use among Adults","Income","Less than $20,000","27.6","From $20,000-$74,999","24.0","1.2"
"2017","Georgia","Cigarette Use among Adults","Income","Less than $20,000","27.6","$75,000 or above","20.5","1.3"
"2017","Georgia","Cigarette Use among Adults","Income","From $20,000-$74,999","24.0","Less than $20,000","27.6","0.9"
"2017","Georgia","Cigarette Use among Adults","Income","From $20,000-$74,999","24.0","$75,000 or above","20.5","1.2"
"2017","Georgia","Cigarette Use among Adults","Income","$75,000 or above","20.5","Less than $20,000","27.6","0.7"
"2017","Georgia","Cigarette Use among Adults","Income","$75,000 or above","20.5","From $20,000-$74,999","24.0","0.9"
"2017","Hawaii","Cigarette Use among Adults","Income","Less than $20,000","20.0","From $20,000-$74,999","16.1","1.2"
"2017","Hawaii","Cigarette Use among Adults","Income","Less than $20,000","20.0","$75,000 or above","11.9","1.7"
"2017","Hawaii","Cigarette Use among Adults","Income","From $20,000-$74,999","16.1","Less than $20,000","20.0","0.8"
"2017","Hawaii","Cigarette Use among Adults","Income","From $20,000-$74,999","16.1","$75,000 or above","11.9","1.4"
"2017","Hawaii","Cigarette Use among Adults","Income","$75,000 or above","11.9","Less than $20,000","20.0","0.6"
"2017","Hawaii","Cigarette Use among Adults","Income","$75,000 or above","11.9","From $20,000-$74,999","16.1","0.7"
"2017","Idaho","Cigarette Use among Adults","Income","Less than $20,000","25.7","From $20,000-$74,999","19.7","1.3"
"2017","Idaho","Cigarette Use among Adults","Income","Less than $20,000","25.7","$75,000 or above","11.9","2.2"
"2017","Idaho","Cigarette Use among Adults","Income","From $20,000-$74,999","19.7","Less than $20,000","25.7","0.8"
"2017","Idaho","Cigarette Use among Adults","Income","From $20,000-$74,999","19.7","$75,000 or above","11.9","1.7"
"2017","Idaho","Cigarette Use among Adults","Income","$75,000 or above","11.9","Less than $20,000","25.7","0.5"
"2017","Idaho","Cigarette Use among Adults","Income","$75,000 or above","11.9","From $20,000-$74,999","19.7","0.6"
"2017","Illinois","Cigarette Use among Adults","Income","Less than $20,000","26.7","From $20,000-$74,999","21.1","1.3"
"2017","Illinois","Cigarette Use among Adults","Income","Less than $20,000","26.7","$75,000 or above","16.0","1.7"
"2017","Illinois","Cigarette Use among Adults","Income","From $20,000-$74,999","21.1","Less than $20,000","26.7","0.8"
"2017","Illinois","Cigarette Use among Adults","Income","From $20,000-$74,999","21.1","$75,000 or above","16.0","1.3"
"2017","Illinois","Cigarette Use among Adults","Income","$75,000 or above","16.0","Less than $20,000","26.7","0.6"
"2017","Illinois","Cigarette Use among Adults","Income","$75,000 or above","16.0","From $20,000-$74,999","21.1","0.8"
"2017","Indiana","Cigarette Use among Adults","Income","Less than $20,000","35.7","From $20,000-$74,999","29.8","1.2"
"2017","Indiana","Cigarette Use among Adults","Income","Less than $20,000","35.7","$75,000 or above","22.7","1.6"
"2017","Indiana","Cigarette Use among Adults","Income","From $20,000-$74,999","29.8","Less than $20,000","35.7","0.8"
"2017","Indiana","Cigarette Use among Adults","Income","From $20,000-$74,999","29.8","$75,000 or above","22.7","1.3"
"2017","Indiana","Cigarette Use among Adults","Income","$75,000 or above","22.7","Less than $20,000","35.7","0.6"
"2017","Indiana","Cigarette Use among Adults","Income","$75,000 or above","22.7","From $20,000-$74,999","29.8","0.8"
"2017","Iowa","Cigarette Use among Adults","Income","Less than $20,000","31.6","From $20,000-$74,999","25.8","1.2"
"2017","Iowa","Cigarette Use among Adults","Income","Less than $20,000","31.6","$75,000 or above","18.1","1.7"
"2017","Iowa","Cigarette Use among Adults","Income","From $20,000-$74,999","25.8","Less than $20,000","31.6","0.8"
"2017","Iowa","Cigarette Use among Adults","Income","From $20,000-$74,999","25.8","$75,000 or above","18.1","1.4"
"2017","Iowa","Cigarette Use among Adults","Income","$75,000 or above","18.1","Less than $20,000","31.6","0.6"
"2017","Iowa","Cigarette Use among Adults","Income","$75,000 or above","18.1","From $20,000-$74,999","25.8","0.7"
"2017","Kansas","Cigarette Use among Adults","Income","Less than $20,000","34.5","From $20,000-$74,999","24.9","1.4"
"2017","Kansas","Cigarette Use among Adults","Income","Less than $20,000","34.5","$75,000 or above","18.0","1.9"
"2017","Kansas","Cigarette Use among Adults","Income","From $20,000-$74,999","24.9","Less than $20,000","34.5","0.7"
"2017","Kansas","Cigarette Use among Adults","Income","From $20,000-$74,999","24.9","$75,000 or above","18.0","1.4"
"2017","Kansas","Cigarette Use among Adults","Income","$75,000 or above","18.0","Less than $20,000","34.5","0.5"
"2017","Kansas","Cigarette Use among Adults","Income","$75,000 or above","18.0","From $20,000-$74,999","24.9","0.7"
"2017","Kentucky","Cigarette Use among Adults","Income","Less than $20,000","46.2","From $20,000-$74,999","29.7","1.6"
"2017","Kentucky","Cigarette Use among Adults","Income","Less than $20,000","46.2","$75,000 or above","27.9","1.7"
"2017","Kentucky","Cigarette Use among Adults","Income","From $20,000-$74,999","29.7","Less than $20,000","46.2","0.6"
"2017","Kentucky","Cigarette Use among Adults","Income","From $20,000-$74,999","29.7","$75,000 or above","27.9","1.1"
"2017","Kentucky","Cigarette Use among Adults","Income","$75,000 or above","27.9","Less than $20,000","46.2","0.6"
"2017","Kentucky","Cigarette Use among Adults","Income","$75,000 or above","27.9","From $20,000-$74,999","29.7","0.9"
"2017","Louisiana","Cigarette Use among Adults","Income","Less than $20,000","35.0","From $20,000-$74,999","30.0","1.2"
"2017","Louisiana","Cigarette Use among Adults","Income","Less than $20,000","35.0","$75,000 or above","21.5","1.6"
"2017","Louisiana","Cigarette Use among Adults","Income","From $20,000-$74,999","30.0","Less than $20,000","35.0","0.9"
"2017","Louisiana","Cigarette Use among Adults","Income","From $20,000-$74,999","30.0","$75,000 or above","21.5","1.4"
"2017","Louisiana","Cigarette Use among Adults","Income","$75,000 or above","21.5","Less than $20,000","35.0","0.6"
"2017","Louisiana","Cigarette Use among Adults","Income","$75,000 or above","21.5","From $20,000-$74,999","30.0","0.7"
"2017","Maine","Cigarette Use among Adults","Income","Less than $20,000","31.9","From $20,000-$74,999","23.6","1.4"
"2017","Maine","Cigarette Use among Adults","Income","Less than $20,000","31.9","$75,000 or above","18.6","1.7"
"2017","Maine","Cigarette Use among Adults","Income","From $20,000-$74,999","23.6","Less than $20,000","31.9","0.7"
"2017","Maine","Cigarette Use among Adults","Income","From $20,000-$74,999","23.6","$75,000 or above","18.6","1.3"
"2017","Maine","Cigarette Use among Adults","Income","$75,000 or above","18.6","Less than $20,000","31.9","0.6"
"2017","Maine","Cigarette Use among Adults","Income","$75,000 or above","18.6","From $20,000-$74,999","23.6","0.8"
"2017","Maryland","Cigarette Use among Adults","Income","Less than $20,000","27.3","From $20,000-$74,999","23.1","1.2"
"2017","Maryland","Cigarette Use among Adults","Income","Less than $20,000","27.3","$75,000 or above","15.5","1.8"
"2017","Maryland","Cigarette Use among Adults","Income","From $20,000-$74,999","23.1","Less than $20,000","27.3","0.8"
"2017","Maryland","Cigarette Use among Adults","Income","From $20,000-$74,999","23.1","$75,000 or above","15.5","1.5"
"2017","Maryland","Cigarette Use among Adults","Income","$75,000 or above","15.5","Less than $20,000","27.3","0.6"
"2017","Maryland","Cigarette Use among Adults","Income","$75,000 or above","15.5","From $20,000-$74,999","23.1","0.7"
"2017","Massachusetts","Cigarette Use among Adults","Income","Less than $20,000","23.4","From $20,000-$74,999","21.6","1.1"
"2017","Massachusetts","Cigarette Use among Adults","Income","Less than $20,000","23.4","$75,000 or above","13.6","1.7"
"2017","Massachusetts","Cigarette Use among Adults","Income","From $20,000-$74,999","21.6","Less than $20,000","23.4","0.9"
"2017","Massachusetts","Cigarette Use among Adults","Income","From $20,000-$74,999","21.6","$75,000 or above","13.6","1.6"
"2017","Massachusetts","Cigarette Use among Adults","Income","$75,000 or above","13.6","Less than $20,000","23.4","0.6"
"2017","Massachusetts","Cigarette Use among Adults","Income","$75,000 or above","13.6","From $20,000-$74,999","21.6","0.6"
"2017","Michigan","Cigarette Use among Adults","Income","Less than $20,000","37.7","From $20,000-$74,999","26.5","1.4"
"2017","Michigan","Cigarette Use among Adults","Income","Less than $20,000","37.7","$75,000 or above","22.4","1.7"
"2017","Michigan","Cigarette Use among Adults","Income","From $20,000-$74,999","26.5","Less than $20,000","37.7","0.7"
"2017","Michigan","Cigarette Use among Adults","Income","From $20,000-$74,999","26.5","$75,000 or above","22.4","1.2"
"2017","Michigan","Cigarette Use among Adults","Income","$75,000 or above","22.4","Less than $20,000","37.7","0.6"
"2017","Michigan","Cigarette Use among Adults","Income","$75,000 or above","22.4","From $20,000-$74,999","26.5","0.8"
"2017","Minnesota","Cigarette Use among Adults","Income","Less than $20,000","29.9","From $20,000-$74,999","22.7","1.3"
"2017","Minnesota","Cigarette Use among Adults","Income","Less than $20,000","29.9","$75,000 or above","16.0","1.9"
"2017","Minnesota","Cigarette Use among Adults","Income","From $20,000-$74,999","22.7","Less than $20,000","29.9","0.8"
"2017","Minnesota","Cigarette Use among Adults","Income","From $20,000-$74,999","22.7","$75,000 or above","16.0","1.4"
"2017","Minnesota","Cigarette Use among Adults","Income","$75,000 or above","16.0","Less than $20,000","29.9","0.5"
"2017","Minnesota","Cigarette Use among Adults","Income","$75,000 or above","16.0","From $20,000-$74,999","22.7","0.7"
"2017","Mississippi","Cigarette Use among Adults","Income","Less than $20,000","32.1","From $20,000-$74,999","27.2","1.2"
"2017","Mississippi","Cigarette Use among Adults","Income","Less than $20,000","32.1","$75,000 or above","20.1","1.6"
"2017","Mississippi","Cigarette Use among Adults","Income","From $20,000-$74,999","27.2","Less than $20,000","32.1","0.8"
"2017","Mississippi","Cigarette Use among Adults","Income","From $20,000-$74,999","27.2","$75,000 or above","20.1","1.4"
"2017","Mississippi","Cigarette Use among Adults","Income","$75,000 or above","20.1","Less than $20,000","32.1","0.6"
"2017","Mississippi","Cigarette Use among Adults","Income","$75,000 or above","20.1","From $20,000-$74,999","27.2","0.7"
"2017","Missouri","Cigarette Use among Adults","Income","Less than $20,000","44.4","From $20,000-$74,999","28.0","1.6"
"2017","Missouri","Cigarette Use among Adults","Income","Less than $20,000","44.4","$75,000 or above","22.0","2.0"
"2017","Missouri","Cigarette Use among Adults","Income","From $20,000-$74,999","28.0","Less than $20,000","44.4","0.6"
"2017","Missouri","Cigarette Use among Adults","Income","From $20,000-$74,999","28.0","$75,000 or above","22.0","1.3"
"2017","Missouri","Cigarette Use among Adults","Income","$75,000 or above","22.0","Less than $20,000","44.4","0.5"
"2017","Missouri","Cigarette Use among Adults","Income","$75,000 or above","22.0","From $20,000-$74,999","28.0","0.8"
"2017","Montana","Cigarette Use among Adults","Income","Less than $20,000","38.9","From $20,000-$74,999","23.6","1.6"
"2017","Montana","Cigarette Use among Adults","Income","Less than $20,000","38.9","$75,000 or above","14.5","2.7"
"2017","Montana","Cigarette Use among Adults","Income","From $20,000-$74,999","23.6","Less than $20,000","38.9","0.6"
"2017","Montana","Cigarette Use among Adults","Income","From $20,000-$74,999","23.6","$75,000 or above","14.5","1.6"
"2017","Montana","Cigarette Use among Adults","Income","$75,000 or above","14.5","Less than $20,000","38.9","0.4"
"2017","Montana","Cigarette Use among Adults","Income","$75,000 or above","14.5","From $20,000-$74,999","23.6","0.6"
"2017","Nebraska","Cigarette Use among Adults","Income","Less than $20,000","30.8","From $20,000-$74,999","21.4","1.4"
"2017","Nebraska","Cigarette Use among Adults","Income","Less than $20,000","30.8","$75,000 or above","16.5","1.9"
"2017","Nebraska","Cigarette Use among Adults","Income","From $20,000-$74,999","21.4","Less than $20,000","30.8","0.7"
"2017","Nebraska","Cigarette Use among Adults","Income","From $20,000-$74,999","21.4","$75,000 or above","16.5","1.3"
"2017","Nebraska","Cigarette Use among Adults","Income","$75,000 or above","16.5","Less than $20,000","30.8","0.5"
"2017","Nebraska","Cigarette Use among Adults","Income","$75,000 or above","16.5","From $20,000-$74,999","21.4","0.8"
"2017","Nevada","Cigarette Use among Adults","Income","Less than $20,000","37.9","From $20,000-$74,999","20.5","1.8"
"2017","Nevada","Cigarette Use among Adults","Income","Less than $20,000","37.9","$75,000 or above","16.1","2.4"
"2017","Nevada","Cigarette Use among Adults","Income","From $20,000-$74,999","20.5","Less than $20,000","37.9","0.5"
"2017","Nevada","Cigarette Use among Adults","Income","From $20,000-$74,999","20.5","$75,000 or above","16.1","1.3"
"2017","Nevada","Cigarette Use among Adults","Income","$75,000 or above","16.1","Less than $20,000","37.9","0.4"
"2017","Nevada","Cigarette Use among Adults","Income","$75,000 or above","16.1","From $20,000-$74,999","20.5","0.8"
"2017","New Hampshire","Cigarette Use among Adults","Income","Less than $20,000","34.0","From $20,000-$74,999","21.8","1.6"
"2017","New Hampshire","Cigarette Use among Adults","Income","Less than $20,000","34.0","$75,000 or above","24.2","1.4"
"2017","New Hampshire","Cigarette Use among Adults","Income","From $20,000-$74,999","21.8","Less than $20,000","34.0","0.6"
"2017","New Hampshire","Cigarette Use among Adults","Income","From $20,000-$74,999","21.8","$75,000 or above","24.2","0.9"
"2017","New Hampshire","Cigarette Use among Adults","Income","$75,000 or above","24.2","Less than $20,000","34.0","0.7"
"2017","New Hampshire","Cigarette Use among Adults","Income","$75,000 or above","24.2","From $20,000-$74,999","21.8","1.1"
"2017","New Jersey","Cigarette Use among Adults","Income","Less than $20,000","24.2","From $20,000-$74,999","16.2","1.5"
"2017","New Jersey","Cigarette Use among Adults","Income","Less than $20,000","24.2","$75,000 or above","20.5","1.2"
"2017","New Jersey","Cigarette Use among Adults","Income","From $20,000-$74,999","16.2","Less than $20,000","24.2","0.7"
"2017","New Jersey","Cigarette Use among Adults","Income","From $20,000-$74,999","16.2","$75,000 or above","20.5","0.8"
"2017","New Jersey","Cigarette Use among Adults","Income","$75,000 or above","20.5","Less than $20,000","24.2","0.8"
"2017","New Jersey","Cigarette Use among Adults","Income","$75,000 or above","20.5","From $20,000-$74,999","16.2","1.3"
"2017","New Mexico","Cigarette Use among Adults","Income","Less than $20,000","30.4","From $20,000-$74,999","21.6","1.4"
"2017","New Mexico","Cigarette Use among Adults","Income","Less than $20,000","30.4","$75,000 or above","15.1","2.0"
"2017","New Mexico","Cigarette Use among Adults","Income","From $20,000-$74,999","21.6","Less than $20,000","30.4","0.7"
"2017","New Mexico","Cigarette Use among Adults","Income","From $20,000-$74,999","21.6","$75,000 or above","15.1","1.4"
"2017","New Mexico","Cigarette Use among Adults","Income","$75,000 or above","15.1","Less than $20,000","30.4","0.5"
"2017","New Mexico","Cigarette Use among Adults","Income","$75,000 or above","15.1","From $20,000-$74,999","21.6","0.7"
"2017","New York","Cigarette Use among Adults","Income","Less than $20,000","21.2","From $20,000-$74,999","18.1","1.2"
"2017","New York","Cigarette Use among Adults","Income","Less than $20,000","21.2","$75,000 or above","16.7","1.3"
"2017","New York","Cigarette Use among Adults","Income","From $20,000-$74,999","18.1","Less than $20,000","21.2","0.9"
"2017","New York","Cigarette Use among Adults","Income","From $20,000-$74,999","18.1","$75,000 or above","16.7","1.1"
"2017","New York","Cigarette Use among Adults","Income","$75,000 or above","16.7","Less than $20,000","21.2","0.8"
"2017","New York","Cigarette Use among Adults","Income","$75,000 or above","16.7","From $20,000-$74,999","18.1","0.9"
"2017","North Carolina","Cigarette Use among Adults","Income","Less than $20,000","29.4","From $20,000-$74,999","23.3","1.3"
"2017","North Carolina","Cigarette Use among Adults","Income","Less than $20,000","29.4","$75,000 or above","21.6","1.4"
